species_id	biome_id	genome_count	total_genes	core_genes	soft_core_genes	shell_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000317321	chicken-gut	3	1866	1015	0	851	0	0.0	0.5439442658092176
MGYG000317325	chicken-gut	90	3228	46	492	1690	1000	0.3097893432465923	0.014250309789343246
MGYG000317381	chicken-gut	50	4227	223	510	2239	1255	0.2969008753252898	0.05275609179086823
MGYG000317413	chicken-gut	12	1921	702	0	1116	103	0.05361790733992712	0.36543466944299846
MGYG000317423	chicken-gut	22	2882	523	606	1280	473	0.16412213740458015	0.18147120055517002
MGYG000317429	chicken-gut	4	841	562	0	279	0	0.0	0.6682520808561236
MGYG000317462	chicken-gut	5	2462	886	0	1576	0	0.0	0.35987002437043053
MGYG000317477	chicken-gut	4	2651	1880	0	771	0	0.0	0.7091663523198793
MGYG000317500	chicken-gut	27	2150	196	269	1200	485	0.2255813953488372	0.09116279069767441
MGYG000317508	chicken-gut	12	1129	480	0	600	49	0.043401240035429584	0.42515500442869797
MGYG000317513	chicken-gut	31	3656	186	385	2341	744	0.20350109409190373	0.05087527352297593
MGYG000317521	chicken-gut	5	1280	446	0	834	0	0.0	0.3484375
MGYG000317533	chicken-gut	7	2709	1455	0	1019	235	0.08674787744555186	0.5370985603543743
MGYG000317548	chicken-gut	17	2048	559	0	1286	203	0.09912109375	0.27294921875
MGYG000317551	chicken-gut	3	2118	1392	0	726	0	0.0	0.6572237960339944
MGYG000317570	chicken-gut	55	3079	10	82	1523	1464	0.4754790516401429	0.003247807729782397
MGYG000317637	chicken-gut	11	2136	476	0	1396	264	0.12359550561797752	0.22284644194756553
MGYG000317645	chicken-gut	14	3107	339	0	2364	404	0.13002896684905052	0.10910846475700033
MGYG000317661	chicken-gut	3	2224	1050	0	1174	0	0.0	0.4721223021582734
MGYG000317724	chicken-gut	9	2037	929	0	1070	38	0.018654884634266077	0.45606283750613646
MGYG000317725	chicken-gut	41	5189	402	1015	2988	784	0.15108884178068993	0.07747157448448641
MGYG000317747	chicken-gut	160	5268	0	145	1941	3182	0.6040242976461655	0.0
MGYG000317773	chicken-gut	4	2261	1261	0	1000	0	0.0	0.5577178239716939
MGYG000317833	chicken-gut	6	2263	1391	0	872	0	0.0	0.6146707909854175
MGYG000317880	chicken-gut	16	2058	683	0	1191	184	0.08940719144800778	0.33187560738581146
MGYG000317899	chicken-gut	4	2581	1464	0	1117	0	0.0	0.567222006974041
MGYG000317902	chicken-gut	4	2564	1592	0	972	0	0.0	0.6209048361934477
MGYG000317926	chicken-gut	11	3409	871	0	2447	91	0.026694045174537988	0.25550014667057785
MGYG000317982	chicken-gut	47	3932	99	781	2524	528	0.1342828077314344	0.025178026449643946
MGYG000317985	chicken-gut	49	3459	175	558	1620	1106	0.3197455912113328	0.0505926568372362
MGYG000317986	chicken-gut	28	3241	396	567	1713	565	0.17432891082999075	0.12218451095340944
MGYG000317987	chicken-gut	4	2579	2200	0	379	0	0.0	0.8530438154323381
MGYG000318009	chicken-gut	128	7047	114	712	2741	3480	0.49382716049382713	0.016177096636866752
MGYG000318018	chicken-gut	6	2252	1717	0	535	0	0.0	0.7624333925399644
MGYG000318028	chicken-gut	3	1460	1040	0	420	0	0.0	0.7123287671232876
MGYG000318034	chicken-gut	52	2529	413	705	1031	380	0.15025701858442073	0.16330565440885725
MGYG000318093	chicken-gut	4	2866	1680	0	1186	0	0.0	0.5861828332170272
MGYG000318105	chicken-gut	14	2373	573	0	1628	172	0.07248209018120523	0.24146649810366624
MGYG000318110	chicken-gut	50	2000	51	227	1241	481	0.2405	0.0255
MGYG000318121	chicken-gut	45	3662	352	1319	1751	240	0.0655379574003277	0.0961223375204806
MGYG000318167	chicken-gut	24	3426	324	470	2343	289	0.0843549328663164	0.09457092819614711
MGYG000318192	chicken-gut	31	2606	121	364	1919	202	0.07751343054489639	0.046431312356101304
MGYG000318212	chicken-gut	3	2146	1023	0	1123	0	0.0	0.4767008387698043
MGYG000318222	chicken-gut	28	3261	306	429	2009	517	0.15854032505366453	0.09383624655013799
MGYG000318258	chicken-gut	22	3201	271	457	1831	642	0.20056232427366447	0.08466104342393002
MGYG000318274	chicken-gut	24	2373	225	350	1623	175	0.07374631268436578	0.09481668773704172
MGYG000318281	chicken-gut	87	6367	107	1298	3367	1595	0.2505104444793466	0.016805402858489086
MGYG000318311	chicken-gut	19	2204	174	0	1681	349	0.15834845735027223	0.07894736842105263
MGYG000318314	chicken-gut	8	925	229	0	672	24	0.025945945945945945	0.24756756756756756
MGYG000318319	chicken-gut	5	1386	618	0	768	0	0.0	0.4458874458874459
MGYG000318373	chicken-gut	23	2866	858	907	950	151	0.052686671318911374	0.29937194696441033
MGYG000318374	chicken-gut	3	3681	2923	0	758	0	0.0	0.7940776962781853
MGYG000318392	chicken-gut	31	3016	140	256	2000	620	0.20557029177718833	0.046419098143236075
MGYG000318472	chicken-gut	4	1904	1621	0	283	0	0.0	0.8513655462184874
MGYG000318488	chicken-gut	36	3869	63	254	2660	892	0.2305505298526751	0.016283277332644095
MGYG000318493	chicken-gut	3	1499	860	0	639	0	0.0	0.5737158105403602
MGYG000318499	chicken-gut	11	1615	386	0	1093	136	0.08421052631578947	0.2390092879256966
MGYG000318523	chicken-gut	55	3603	123	464	1924	1092	0.30308076602830974	0.03413821815154038
MGYG000318525	chicken-gut	42	3028	184	904	1466	474	0.15653896961690886	0.0607661822985469
MGYG000318547	chicken-gut	3	1203	784	0	419	0	0.0	0.6517040731504572
MGYG000318566	chicken-gut	9	945	549	0	368	28	0.02962962962962963	0.580952380952381
MGYG000318577	chicken-gut	3	993	706	0	287	0	0.0	0.7109768378650554
MGYG000318606	chicken-gut	18	2653	470	0	1739	444	0.1673577082548059	0.1771579344138711
MGYG000318635	chicken-gut	3	2622	2016	0	606	0	0.0	0.7688787185354691
MGYG000318664	chicken-gut	45	2782	376	1021	1156	229	0.08231488138030194	0.13515456506110712
MGYG000318668	chicken-gut	20	2349	391	408	1024	526	0.22392507449978713	0.16645381013197105
MGYG000318709	chicken-gut	31	1766	270	395	902	199	0.11268403171007928	0.15288788221970556
MGYG000318713	chicken-gut	108	7067	42	349	3425	3251	0.4600254704966747	0.00594311589075987
MGYG000318734	chicken-gut	5	1418	552	0	866	0	0.0	0.38928067700987307
MGYG000318750	chicken-gut	19	2519	529	0	1715	275	0.1091703056768559	0.21000396982929734
MGYG000318820	chicken-gut	9	2965	588	0	2150	227	0.07655986509274873	0.19831365935919057
MGYG000318873	chicken-gut	3	1849	1243	0	606	0	0.0	0.6722552731206057
MGYG000318952	chicken-gut	12	3406	1071	0	2220	115	0.033763945977686435	0.314445096887845
MGYG000318967	chicken-gut	6	2717	803	0	1914	0	0.0	0.29554655870445345
MGYG000318993	chicken-gut	29	2149	149	215	1207	578	0.26896230805025595	0.0693345742205677
MGYG000318995	chicken-gut	28	3517	121	248	2131	1017	0.28916690361103214	0.034404321865226045
MGYG000319010	chicken-gut	8	2188	369	0	1759	60	0.027422303473491772	0.1686471663619744
MGYG000319034	chicken-gut	3	841	415	0	426	0	0.0	0.4934601664684899
MGYG000319054	chicken-gut	31	3459	170	217	2033	1039	0.3003758311650766	0.049147152356172306
MGYG000319075	chicken-gut	3	1066	525	0	541	0	0.0	0.4924953095684803
MGYG000319094	chicken-gut	3	1430	1062	0	368	0	0.0	0.7426573426573426
MGYG000319095	chicken-gut	17	2423	388	0	1901	134	0.05530334296326868	0.1601320676846884
MGYG000319117	chicken-gut	8	2759	535	0	2086	138	0.05001812250815513	0.19391083725987676
MGYG000319120	chicken-gut	13	1576	469	0	1035	72	0.04568527918781726	0.29758883248730966
MGYG000319122	chicken-gut	42	3798	68	476	1870	1384	0.3644023170089521	0.01790416008425487
MGYG000319158	chicken-gut	21	3213	486	533	1576	618	0.19234360410831	0.15126050420168066
MGYG000319202	chicken-gut	3	2294	1635	0	659	0	0.0	0.7127288578901482
MGYG000319232	chicken-gut	13	3501	754	0	2665	82	0.023421879463010567	0.21536703798914597
MGYG000319247	chicken-gut	30	2820	478	351	1600	391	0.13865248226950355	0.16950354609929077
MGYG000319253	chicken-gut	7	1772	957	0	812	3	0.001693002257336343	0.5400677200902935
MGYG000319262	chicken-gut	48	3410	80	827	1915	588	0.1724340175953079	0.02346041055718475
MGYG000319284	chicken-gut	14	2907	1293	0	1251	363	0.12487100103199174	0.44478844169246645
MGYG000319294	chicken-gut	10	3856	1143	0	2608	105	0.027230290456431536	0.29642116182572614
MGYG000319310	chicken-gut	10	1760	559	0	1157	44	0.025	0.3176136363636364
MGYG000319314	chicken-gut	3	1541	1225	0	316	0	0.0	0.7949383517196625
MGYG000319318	chicken-gut	10	1889	1220	0	639	30	0.015881418740074114	0.6458443620963473
MGYG000319320	chicken-gut	29	3213	588	561	1321	743	0.23124805477746654	0.1830065359477124
MGYG000319360	chicken-gut	46	3148	89	549	1825	685	0.21759847522236342	0.028271918678526048
MGYG000319435	chicken-gut	14	2276	637	0	1442	197	0.08655536028119508	0.27987697715289983
MGYG000319465	chicken-gut	4	2401	1407	0	994	0	0.0	0.5860058309037901
MGYG000319549	chicken-gut	8	3814	1117	0	2472	225	0.05899318300996329	0.29286837965390666
MGYG000319554	chicken-gut	8	1918	690	0	1220	8	0.004171011470281543	0.3597497393117831
MGYG000319563	chicken-gut	46	3144	32	247	2263	602	0.19147582697201018	0.010178117048346057
MGYG000319589	chicken-gut	4	1859	1054	0	805	0	0.0	0.5669714900484131
MGYG000319591	chicken-gut	4	2207	1550	0	657	0	0.0	0.7023108291798822
MGYG000319610	chicken-gut	8	2260	292	0	1840	128	0.05663716814159292	0.12920353982300886
MGYG000319620	chicken-gut	29	3534	310	593	1952	679	0.1921335597057159	0.08771929824561403
MGYG000319639	chicken-gut	8	762	409	0	309	44	0.05774278215223097	0.536745406824147
MGYG000319641	chicken-gut	39	2013	147	224	1202	440	0.2185792349726776	0.07302533532041729
MGYG000319670	chicken-gut	3	1509	1254	0	255	0	0.0	0.831013916500994
MGYG000319686	chicken-gut	12	1342	332	0	922	88	0.06557377049180328	0.2473919523099851
MGYG000319700	chicken-gut	9	2295	1119	0	1145	31	0.013507625272331155	0.4875816993464052
MGYG000319704	chicken-gut	6	4008	2123	0	1885	0	0.0	0.529690618762475
MGYG000319711	chicken-gut	66	4150	32	499	2219	1400	0.3373493975903614	0.0077108433734939755
MGYG000319712	chicken-gut	12	4092	478	0	3433	181	0.04423264907135875	0.11681329423264906
MGYG000319727	chicken-gut	17	2921	859	0	1930	132	0.04519000342348511	0.29407737076343715
MGYG000319769	chicken-gut	70	2197	347	987	504	359	0.16340464269458352	0.1579426490669094
MGYG000319781	chicken-gut	3	2075	1527	0	548	0	0.0	0.7359036144578314
MGYG000319828	chicken-gut	31	2899	318	355	1631	595	0.20524318730596758	0.10969299758537426
MGYG000319836	chicken-gut	21	1243	323	196	430	294	0.23652453740949317	0.2598551890587289
MGYG000319845	chicken-gut	7	3244	872	0	2098	274	0.08446362515413071	0.2688039457459926
MGYG000319883	chicken-gut	5	1995	621	0	1374	0	0.0	0.3112781954887218
MGYG000319884	chicken-gut	9	981	494	0	448	39	0.039755351681957186	0.5035677879714577
MGYG000319893	chicken-gut	24	2846	488	681	1267	410	0.14406184118060436	0.17146872803935348
MGYG000319896	chicken-gut	5	2011	821	0	1190	0	0.0	0.40825459970164096
MGYG000319947	chicken-gut	9	3474	589	0	2684	201	0.05785837651122625	0.16954519286125505
MGYG000319963	chicken-gut	12	1166	425	0	567	174	0.14922813036020582	0.3644939965694683
MGYG000320013	chicken-gut	40	3056	187	565	1587	717	0.23462041884816753	0.06119109947643979
MGYG000320029	chicken-gut	24	1077	266	313	433	65	0.060352831940575676	0.24698235840297122
MGYG000320063	chicken-gut	4	1461	871	0	590	0	0.0	0.5961670088980151
MGYG000320088	chicken-gut	15	1841	189	0	1486	166	0.09016838674633351	0.10266159695817491
MGYG000320165	chicken-gut	8	2689	708	0	1845	136	0.05057642246188174	0.2632949051692079
MGYG000320177	chicken-gut	3	1848	1151	0	697	0	0.0	0.6228354978354979
MGYG000320181	chicken-gut	70	3699	26	456	2333	884	0.23898350905650176	0.007028926736955934
MGYG000320193	chicken-gut	20	3764	0	419	3225	120	0.031880977683315624	0.0
MGYG000320210	chicken-gut	6	2107	528	0	1579	0	0.0	0.25059326056003794
MGYG000320215	chicken-gut	5	3018	1430	0	1588	0	0.0	0.4738237243207422
MGYG000320227	chicken-gut	4	2228	1665	0	563	0	0.0	0.7473070017953322
MGYG000320239	chicken-gut	3	2929	1963	0	966	0	0.0	0.6701946056674633
MGYG000320270	chicken-gut	3	1828	1519	0	309	0	0.0	0.8309628008752735
MGYG000320339	chicken-gut	22	2459	110	257	1558	534	0.21716144774298496	0.044733631557543715
MGYG000320366	chicken-gut	12	2863	610	0	1788	465	0.16241704505763185	0.21306322039818373
MGYG000320378	chicken-gut	3	2109	1587	0	522	0	0.0	0.7524893314366998
MGYG000320396	chicken-gut	18	1821	122	0	1340	359	0.1971444261394838	0.06699615595826469
MGYG000320406	chicken-gut	11	2860	1182	0	1618	60	0.02097902097902098	0.4132867132867133
MGYG000320426	chicken-gut	17	1684	478	0	1116	90	0.05344418052256532	0.2838479809976247
MGYG000320434	chicken-gut	19	1224	378	0	696	150	0.12254901960784313	0.3088235294117647
MGYG000320452	chicken-gut	4	2689	1869	0	820	0	0.0	0.6950539233915954
MGYG000320454	chicken-gut	6	1231	487	0	744	0	0.0	0.39561332250203085
MGYG000320516	chicken-gut	6	1771	576	0	1195	0	0.0	0.32523997741389044
MGYG000320533	chicken-gut	7	3076	1543	0	1264	269	0.08745123537061118	0.5016254876462939
MGYG000320586	chicken-gut	5	1897	1371	0	526	0	0.0	0.7227200843437006
MGYG000320603	chicken-gut	173	4992	63	991	2054	1884	0.37740384615384615	0.012620192307692308
MGYG000320615	chicken-gut	6	1653	784	0	869	0	0.0	0.47428917120387176
MGYG000320616	chicken-gut	19	4904	309	0	3702	893	0.18209624796084828	0.06300978792822186
MGYG000320628	chicken-gut	9	2748	691	0	1902	155	0.05640465793304221	0.2514556040756914
MGYG000320692	chicken-gut	4	1643	970	0	673	0	0.0	0.5903834449178332
MGYG000320704	chicken-gut	3	1555	1105	0	450	0	0.0	0.7106109324758842
MGYG000320723	chicken-gut	5	1961	1076	0	885	0	0.0	0.5486996430392657
MGYG000320731	chicken-gut	19	3116	1465	0	1357	294	0.09435173299101413	0.4701540436456996
MGYG000320780	chicken-gut	5	2265	959	0	1306	0	0.0	0.42339955849889627
MGYG000320790	chicken-gut	35	2130	496	497	661	476	0.22347417840375586	0.23286384976525823
MGYG000320869	chicken-gut	15	2259	597	0	1588	74	0.03275785745905268	0.2642762284196547
MGYG000320876	chicken-gut	3	2197	1114	0	1083	0	0.0	0.5070550751024124
MGYG000518823	marine_sediment	3	3256	2956	0	300	0	0.0	0.9078624078624079
MGYG000518826	marine_sediment	3	4184	2262	0	1922	0	0.0	0.5406309751434034
MGYG000518832	marine_sediment	3	2024	1718	0	306	0	0.0	0.8488142292490118
MGYG000518833	marine_sediment	3	3666	2414	0	1252	0	0.0	0.6584833606110202
MGYG000518844	marine_sediment	3	1085	675	0	410	0	0.0	0.6221198156682027
MGYG000518852	marine_sediment	4	1572	569	0	1003	0	0.0	0.3619592875318066
MGYG000518854	marine_sediment	3	2752	2172	0	580	0	0.0	0.7892441860465116
MGYG000518857	marine_sediment	3	2990	1310	0	1680	0	0.0	0.43812709030100333
MGYG000518865	marine_sediment	3	2429	1769	0	660	0	0.0	0.7282832441333882
MGYG000518868	marine_sediment	3	4080	3490	0	590	0	0.0	0.8553921568627451
MGYG000518888	marine_sediment	3	3916	2592	0	1324	0	0.0	0.6618998978549541
MGYG000518889	marine_sediment	3	3628	2612	0	1016	0	0.0	0.7199558985667034
MGYG000518918	marine_sediment	6	3047	408	0	2639	0	0.0	0.13390219888414834
MGYG000518942	marine_sediment	9	1764	455	0	1275	34	0.01927437641723356	0.25793650793650796
MGYG000518956	marine_sediment	6	1684	698	0	986	0	0.0	0.4144893111638955
MGYG000519005	marine_sediment	7	3622	428	0	3147	47	0.012976256212037547	0.11816675869685257
MGYG000519017	marine_sediment	3	2680	2235	0	445	0	0.0	0.8339552238805971
MGYG000519024	marine_sediment	11	2942	720	0	2142	80	0.027192386131883073	0.24473147518694766
MGYG000519055	marine_sediment	5	1695	539	0	1156	0	0.0	0.31799410029498526
MGYG000519067	marine_sediment	4	5608	5264	0	344	0	0.0	0.9386590584878745
MGYG000519070	marine_sediment	3	2154	1543	0	611	0	0.0	0.7163416898792944
MGYG000519083	marine_sediment	3	2008	1013	0	995	0	0.0	0.5044820717131474
MGYG000519101	marine_sediment	3	1139	539	0	600	0	0.0	0.47322212467076386
MGYG000519137	marine_sediment	3	2479	1456	0	1023	0	0.0	0.5873336022589754
MGYG000519176	marine_sediment	3	3015	850	0	2165	0	0.0	0.28192371475953565
MGYG000519189	marine_sediment	3	1327	709	0	618	0	0.0	0.5342878673700076
MGYG000519211	marine_sediment	3	1467	1083	0	384	0	0.0	0.7382413087934561
MGYG000519213	marine_sediment	4	1718	668	0	1050	0	0.0	0.38882421420256114
MGYG000519231	marine_sediment	5	1964	947	0	1017	0	0.0	0.48217922606924646
MGYG000519244	marine_sediment	5	2369	486	0	1883	0	0.0	0.20514985225833685
MGYG000519258	marine_sediment	4	2173	1526	0	647	0	0.0	0.7022549470777727
MGYG000519312	marine_sediment	5	2852	464	0	2388	0	0.0	0.16269284712482468
MGYG000519333	marine_sediment	6	2516	490	0	2026	0	0.0	0.19475357710651828
MGYG000519481	marine_sediment	3	1458	939	0	519	0	0.0	0.6440329218106996
MGYG000519531	marine_sediment	4	807	322	0	485	0	0.0	0.3990086741016109
MGYG000519612	marine_sediment	5	2508	607	0	1901	0	0.0	0.2420255183413078
MGYG000519616	marine_sediment	4	2663	584	0	2079	0	0.0	0.21930153961697335
MGYG000519651	marine_sediment	3	1224	791	0	433	0	0.0	0.6462418300653595
MGYG000519658	marine_sediment	6	2455	582	0	1873	0	0.0	0.2370672097759674
MGYG000519672	marine_sediment	3	1277	511	0	766	0	0.0	0.40015661707126077
MGYG000519676	marine_sediment	3	3857	3458	0	399	0	0.0	0.896551724137931
MGYG000519691	marine_sediment	5	2463	1121	0	1342	0	0.0	0.45513601299228584
MGYG000519706	marine_sediment	3	2559	2196	0	363	0	0.0	0.8581477139507621
MGYG000519785	marine_sediment	5	2687	1031	0	1656	0	0.0	0.3836992928917008
MGYG000519798	marine_sediment	4	2020	397	0	1623	0	0.0	0.19653465346534654
MGYG000519804	marine_sediment	4	1392	597	0	795	0	0.0	0.42887931034482757
MGYG000519809	marine_sediment	4	1625	692	0	933	0	0.0	0.4258461538461538
MGYG000519810	marine_sediment	4	1964	696	0	1268	0	0.0	0.3543788187372709
MGYG000519939	marine_sediment	3	3476	2327	0	1149	0	0.0	0.6694476409666283
MGYG000519957	marine_sediment	3	2303	911	0	1392	0	0.0	0.3955709943551889
MGYG000519986	marine_sediment	4	1042	261	0	781	0	0.0	0.2504798464491363
MGYG000520027	marine_sediment	3	1759	1433	0	326	0	0.0	0.8146674246731097
MGYG000520030	marine_sediment	3	1926	1403	0	523	0	0.0	0.7284527518172378
MGYG000520031	marine_sediment	4	1406	674	0	732	0	0.0	0.4793741109530583
MGYG000520040	marine_sediment	3	829	479	0	350	0	0.0	0.5778045838359469
MGYG000520046	marine_sediment	4	1465	548	0	917	0	0.0	0.37406143344709897
MGYG000520050	marine_sediment	4	1231	485	0	746	0	0.0	0.39398862713241267
MGYG000520053	marine_sediment	4	2596	1413	0	1183	0	0.0	0.5442989214175655
MGYG000520055	marine_sediment	7	2393	537	0	1804	52	0.02173004596740493	0.22440451316339324
MGYG000520064	marine_sediment	3	2045	1504	0	541	0	0.0	0.7354523227383863
MGYG000520068	marine_sediment	5	1754	525	0	1229	0	0.0	0.2993158494868871
MGYG000520080	marine_sediment	5	1769	397	0	1372	0	0.0	0.22442057659694742
MGYG000520085	marine_sediment	3	1336	677	0	659	0	0.0	0.5067365269461078
MGYG000520088	marine_sediment	3	987	581	0	406	0	0.0	0.5886524822695035
MGYG000520102	marine_sediment	3	1428	1217	0	211	0	0.0	0.8522408963585434
MGYG000520104	marine_sediment	3	2382	2080	0	302	0	0.0	0.873215785054576
MGYG000520106	marine_sediment	4	2456	584	0	1872	0	0.0	0.23778501628664495
MGYG000520119	marine_sediment	3	2464	1352	0	1112	0	0.0	0.5487012987012987
MGYG000520156	marine_sediment	8	2115	301	0	1567	247	0.11678486997635934	0.14231678486997637
MGYG000520192	marine_sediment	7	2432	971	0	1178	283	0.11636513157894737	0.39925986842105265
MGYG000520201	marine_sediment	3	3221	2765	0	456	0	0.0	0.8584290592983546
MGYG000520265	marine_sediment	3	3398	2960	0	438	0	0.0	0.8711006474396704
MGYG000520305	marine_sediment	9	8340	4752	0	2326	1262	0.1513189448441247	0.5697841726618705
MGYG000520380	marine_sediment	7	4166	2576	0	1063	527	0.12650024003840615	0.6183389342294767
MGYG000520404	marine_sediment	3	3738	3135	0	603	0	0.0	0.8386837881219904
MGYG000520431	marine_sediment	3	2286	1443	0	843	0	0.0	0.631233595800525
MGYG000520447	marine_sediment	4	5220	1241	0	3979	0	0.0	0.23773946360153256
MGYG000520540	marine_sediment	3	4603	4192	0	411	0	0.0	0.910710406256789
MGYG000520543	marine_sediment	3	6570	5662	0	908	0	0.0	0.8617960426179604
MGYG000520554	marine_sediment	6	3286	2228	0	1058	0	0.0	0.6780279975654291
MGYG000520572	marine_sediment	4	6605	4829	0	1776	0	0.0	0.73111279333838
MGYG000520585	marine_sediment	5	7020	4527	0	2493	0	0.0	0.6448717948717949
MGYG000520587	marine_sediment	5	7080	4380	0	2700	0	0.0	0.6186440677966102
